territoryName,totalMandates,availableMandates,numParishes,numParishesApproved,blankVotes,blankVotesPercentage,nullVotes,nullVotesPercentage,votersPercentage,subscribedVoters,totalVoters,pre.blankVotes,pre.blankVotesPercentage,pre.nullVotes,pre.nullVotesPercentage,pre.votersPercentage,pre.subscribedVoters,pre.totalVoters,Party,Mandates,Percentage,validVotesPercentage,Votes,Hondt,target
6,1,3,120,118,1864,2.4,1945,2.5,54.87,141734,77764,1763,2.03,1906,2.19,57.13,152132,86916,4,0,0.53,0.55,409,0,0
6,1,3,120,118,1864,2.4,1945,2.5,54.87,141734,77764,1763,2.03,1906,2.19,57.13,152132,86916,19,0,0.32,0.33,246,0,0
6,1,3,120,118,1864,2.4,1945,2.5,54.87,141734,77764,1763,2.03,1906,2.19,57.13,152132,86916,14,0,0.29,0.3,222,0,0
6,1,3,120,118,1864,2.4,1945,2.5,54.87,141734,77764,1763,2.03,1906,2.19,57.13,152132,86916,8,0,0.24,0.26,189,0,0
6,1,3,120,118,1864,2.4,1945,2.5,54.87,141734,77764,1763,2.03,1906,2.19,57.13,152132,86916,16,0,0.22,0.23,168,0,0
6,1,3,120,118,1864,2.4,1945,2.5,54.87,141734,77764,1763,2.03,1906,2.19,57.13,152132,86916,18,0,0.18,0.19,137,0,0
6,1,3,120,118,1864,2.4,1945,2.5,54.87,141734,77764,1763,2.03,1906,2.19,57.13,152132,86916,13,0,0.14,0.15,111,0,0
7,1,8,155,126,3848,3.61,2338,2.2,51.91,205076,106449,3211,2.73,2194,1.86,54.83,214675,117704,17,1,41.75,44.32,44441,5,1
7,1,8,155,126,3848,3.61,2338,2.2,51.91,205076,106449,3211,2.73,2194,1.86,54.83,214675,117704,15,0,26.23,27.85,27924,3,1
7,1,8,155,126,3848,3.61,2338,2.2,51.91,205076,106449,3211,2.73,2194,1.86,54.83,214675,117704,1,0,10,10.61,10642,1,1
7,1,8,155,126,3848,3.61,2338,2.2,51.91,205076,106449,3211,2.73,2194,1.86,54.83,214675,117704,11,0,4.71,5,5015,0,0
7,1,8,155,126,3848,3.61,2338,2.2,51.91,205076,106449,3211,2.73,2194,1.86,54.83,214675,117704,2,0,3.15,3.34,3349,0,0
7,1,8,155,126,3848,3.61,2338,2.2,51.91,205076,106449,3211,2.73,2194,1.86,54.83,214675,117704,10,0,2.31,2.45,2459,0,0
7,1,8,155,126,3848,3.61,2338,2.2,51.91,205076,106449,3211,2.73,2194,1.86,54.83,214675,117704,3,0,0.98,1.04,1038,0,0
7,1,8,155,126,3848,3.61,2338,2.2,51.91,205076,106449,3211,2.73,2194,1.86,54.83,214675,117704,0,0,0.88,0.94,938,0,0
7,1,8,155,126,3848,3.61,2338,2.2,51.91,205076,106449,3211,2.73,2194,1.86,54.83,214675,117704,6,0,0.78,0.82,825,0,0
7,1,8,155,126,3848,3.61,2338,2.2,51.91,205076,106449,3211,2.73,2194,1.86,54.83,214675,117704,20,0,0.69,0.73,735,0,0
7,1,8,155,126,3848,3.61,2338,2.2,51.91,205076,106449,3211,2.73,2194,1.86,54.83,214675,117704,4,0,0.59,0.63,629,0,0
7,1,8,155,126,3848,3.61,2338,2.2,51.91,205076,106449,3211,2.73,2194,1.86,54.83,214675,117704,12,0,0.58,0.61,613,0,0
7,1,8,155,126,3848,3.61,2338,2.2,51.91,205076,106449,3211,2.73,2194,1.86,54.83,214675,117704,14,0,0.31,0.33,329,0,0
7,1,8,155,126,3848,3.61,2338,2.2,51.91,205076,106449,3211,2.73,2194,1.86,54.83,214675,117704,19,0,0.3,0.32,322,0,0
7,1,8,155,126,3848,3.61,2338,2.2,51.91,205076,106449,3211,2.73,2194,1.86,54.83,214675,117704,13,0,0.24,0.25,254,0,0
7,1,8,155,126,3848,3.61,2338,2.2,51.91,205076,106449,3211,2.73,2194,1.86,54.83,214675,117704,8,0,0.21,0.22,219,0,0
7,1,8,155,126,3848,3.61,2338,2.2,51.91,205076,106449,3211,2.73,2194,1.86,54.83,214675,117704,9,0,0.19,0.2,201,0,0
7,1,8,155,126,3848,3.61,2338,2.2,51.91,205076,106449,3211,2.73,2194,1.86,54.83,214675,117704,16,0,0.12,0.13,128,0,0
7,1,8,155,126,3848,3.61,2338,2.2,51.91,205076,106449,3211,2.73,2194,1.86,54.83,214675,117704,7,0,0.11,0.12,118,0,0
7,1,8,155,126,3848,3.61,2338,2.2,51.91,205076,106449,3211,2.73,2194,1.86,54.83,214675,117704,5,0,0.08,0.08,84,0,0
0,0,3,69,61,983,2.15,655,1.43,54.61,83746,45730,813,1.54,662,1.25,60.34,87702,52920,17,0,40.47,41.98,18508,2,1
0,0,3,69,61,983,2.15,655,1.43,54.61,83746,45730,813,1.54,662,1.25,60.34,87702,52920,11,0,21.8,22.61,9967,1,1
0,0,3,69,61,983,2.15,655,1.43,54.61,83746,45730,813,1.54,662,1.25,60.34,87702,52920,15,0,14.67,15.22,6709,0,0
0,0,3,69,61,983,2.15,655,1.43,54.61,83746,45730,813,1.54,662,1.25,60.34,87702,52920,1,0,7.89,8.19,3610,0,0
0,0,3,69,61,983,2.15,655,1.43,54.61,83746,45730,813,1.54,662,1.25,60.34,87702,52920,2,0,3.12,3.23,1426,0,0
0,0,3,69,61,983,2.15,655,1.43,54.61,83746,45730,813,1.54,662,1.25,60.34,87702,52920,3,0,1.98,2.06,907,0,0
0,0,3,69,61,983,2.15,655,1.43,54.61,83746,45730,813,1.54,662,1.25,60.34,87702,52920,10,0,1.63,1.69,747,0,0
0,0,3,69,61,983,2.15,655,1.43,54.61,83746,45730,813,1.54,662,1.25,60.34,87702,52920,12,0,1.46,1.51,667,0,0
0,0,3,69,61,983,2.15,655,1.43,54.61,83746,45730,813,1.54,662,1.25,60.34,87702,52920,6,0,0.56,0.58,256,0,0
0,0,3,69,61,983,2.15,655,1.43,54.61,83746,45730,813,1.54,662,1.25,60.34,87702,52920,4,0,0.51,0.53,233,0,0
0,0,3,69,61,983,2.15,655,1.43,54.61,83746,45730,813,1.54,662,1.25,60.34,87702,52920,0,0,0.48,0.5,220,0,0
0,0,3,69,61,983,2.15,655,1.43,54.61,83746,45730,813,1.54,662,1.25,60.34,87702,52920,20,0,0.46,0.48,211,0,0
0,0,3,69,61,983,2.15,655,1.43,54.61,83746,45730,813,1.54,662,1.25,60.34,87702,52920,9,0,0.44,0.46,201,0,0
0,0,3,69,61,983,2.15,655,1.43,54.61,83746,45730,813,1.54,662,1.25,60.34,87702,52920,14,0,0.24,0.25,110,0,0
0,0,3,69,61,983,2.15,655,1.43,54.61,83746,45730,813,1.54,662,1.25,60.34,87702,52920,19,0,0.18,0.19,83,0,0
0,0,3,69,61,983,2.15,655,1.43,54.61,83746,45730,813,1.54,662,1.25,60.34,87702,52920,8,0,0.16,0.17,73,0,0
0,0,3,69,61,983,2.15,655,1.43,54.61,83746,45730,813,1.54,662,1.25,60.34,87702,52920,16,0,0.15,0.16,69,0,0
0,0,3,69,61,983,2.15,655,1.43,54.61,83746,45730,813,1.54,662,1.25,60.34,87702,52920,13,0,0.11,0.11,49,0,0
0,0,3,69,61,983,2.15,655,1.43,54.61,83746,45730,813,1.54,662,1.25,60.34,87702,52920,18,0,0.1,0.1,46,0,0
8,1,8,67,54,2871,3.01,1821,1.91,46.8,203731,95339,2549,2.4,1860,1.75,52.29,203490,106400,17,1,38.31,40.3,36528,5,1
8,1,8,67,54,2871,3.01,1821,1.91,46.8,203731,95339,2549,2.4,1860,1.75,52.29,203490,106400,15,0,21.41,22.52,20410,3,1
8,1,8,67,54,2871,3.01,1821,1.91,46.8,203731,95339,2549,2.4,1860,1.75,52.29,203490,106400,1,0,11.88,12.5,11329,1,1
8,1,8,67,54,2871,3.01,1821,1.91,46.8,203731,95339,2549,2.4,1860,1.75,52.29,203490,106400,11,0,7.11,7.47,6775,0,0
8,1,8,67,54,2871,3.01,1821,1.91,46.8,203731,95339,2549,2.4,1860,1.75,52.29,203490,106400,10,0,4.4,4.62,4192,0,0
8,1,8,67,54,2871,3.01,1821,1.91,46.8,203731,95339,2549,2.4,1860,1.75,52.29,203490,106400,2,0,3.76,3.95,3584,0,0
8,1,8,67,54,2871,3.01,1821,1.91,46.8,203731,95339,2549,2.4,1860,1.75,52.29,203490,106400,3,0,2.01,2.11,1913,0,0
8,1,8,67,54,2871,3.01,1821,1.91,46.8,203731,95339,2549,2.4,1860,1.75,52.29,203490,106400,6,0,0.93,0.97,882,0,0
8,1,8,67,54,2871,3.01,1821,1.91,46.8,203731,95339,2549,2.4,1860,1.75,52.29,203490,106400,12,0,0.92,0.97,876,0,0
8,1,8,67,54,2871,3.01,1821,1.91,46.8,203731,95339,2549,2.4,1860,1.75,52.29,203490,106400,4,0,0.77,0.81,730,0,0
8,1,8,67,54,2871,3.01,1821,1.91,46.8,203731,95339,2549,2.4,1860,1.75,52.29,203490,106400,0,0,0.67,0.71,643,0,0
8,1,8,67,54,2871,3.01,1821,1.91,46.8,203731,95339,2549,2.4,1860,1.75,52.29,203490,106400,20,0,0.66,0.7,630,0,0
8,1,8,67,54,2871,3.01,1821,1.91,46.8,203731,95339,2549,2.4,1860,1.75,52.29,203490,106400,8,0,0.44,0.47,423,0,0
8,1,8,67,54,2871,3.01,1821,1.91,46.8,203731,95339,2549,2.4,1860,1.75,52.29,203490,106400,14,0,0.42,0.45,405,0,0
8,1,8,67,54,2871,3.01,1821,1.91,46.8,203731,95339,2549,2.4,1860,1.75,52.29,203490,106400,9,0,0.39,0.41,370,0,0
8,1,8,67,54,2871,3.01,1821,1.91,46.8,203731,95339,2549,2.4,1860,1.75,52.29,203490,106400,19,0,0.3,0.31,282,0,0
8,1,8,67,54,2871,3.01,1821,1.91,46.8,203731,95339,2549,2.4,1860,1.75,52.29,203490,106400,16,0,0.26,0.27,246,0,0
8,1,8,67,54,2871,3.01,1821,1.91,46.8,203731,95339,2549,2.4,1860,1.75,52.29,203490,106400,18,0,0.23,0.24,215,0,0
8,1,8,67,54,2871,3.01,1821,1.91,46.8,203731,95339,2549,2.4,1860,1.75,52.29,203490,106400,13,0,0.22,0.24,214,0,0
9,0,3,242,237,1672,2.69,1713,2.75,49.33,126230,62264,1440,2.03,1644,2.32,51.24,138157,70787,17,0,38.31,40.52,23855,2,1
9,0,3,242,237,1672,2.69,1713,2.75,49.33,126230,62264,1440,2.03,1644,2.32,51.24,138157,70787,15,0,34.77,36.77,21647,1,1
9,0,3,242,237,1672,2.69,1713,2.75,49.33,126230,62264,1440,2.03,1644,2.32,51.24,138157,70787,1,0,6.9,7.3,4298,0,0
9,0,3,242,237,1672,2.69,1713,2.75,49.33,126230,62264,1440,2.03,1644,2.32,51.24,138157,70787,2,0,5.08,5.37,3162,0,0
9,0,3,242,237,1672,2.69,1713,2.75,49.33,126230,62264,1440,2.03,1644,2.32,51.24,138157,70787,11,0,3.05,3.22,1896,0,0
9,0,3,242,237,1672,2.69,1713,2.75,49.33,126230,62264,1440,2.03,1644,2.32,51.24,138157,70787,3,0,1.41,1.49,876,0,0
9,0,3,242,237,1672,2.69,1713,2.75,49.33,126230,62264,1440,2.03,1644,2.32,51.24,138157,70787,10,0,1.37,1.45,855,0,0
9,0,3,242,237,1672,2.69,1713,2.75,49.33,126230,62264,1440,2.03,1644,2.32,51.24,138157,70787,20,0,0.63,0.67,394,0,0
9,0,3,242,237,1672,2.69,1713,2.75,49.33,126230,62264,1440,2.03,1644,2.32,51.24,138157,70787,4,0,0.52,0.55,322,0,0
9,0,3,242,237,1672,2.69,1713,2.75,49.33,126230,62264,1440,2.03,1644,2.32,51.24,138157,70787,12,0,0.48,0.5,297,0,0
9,0,3,242,237,1672,2.69,1713,2.75,49.33,126230,62264,1440,2.03,1644,2.32,51.24,138157,70787,0,0,0.46,0.48,285,0,0
9,0,3,242,237,1672,2.69,1713,2.75,49.33,126230,62264,1440,2.03,1644,2.32,51.24,138157,70787,6,0,0.41,0.43,254,0,0
9,0,3,242,237,1672,2.69,1713,2.75,49.33,126230,62264,1440,2.03,1644,2.32,51.24,138157,70787,18,0,0.24,0.26,151,0,0
9,0,3,242,237,1672,2.69,1713,2.75,49.33,126230,62264,1440,2.03,1644,2.32,51.24,138157,70787,14,0,0.2,0.21,125,0,0
9,0,3,242,237,1672,2.69,1713,2.75,49.33,126230,62264,1440,2.03,1644,2.32,51.24,138157,70787,19,0,0.2,0.21,126,0,0
9,0,3,242,237,1672,2.69,1713,2.75,49.33,126230,62264,1440,2.03,1644,2.32,51.24,138157,70787,8,0,0.16,0.17,98,0,0
9,0,3,242,237,1672,2.69,1713,2.75,49.33,126230,62264,1440,2.03,1644,2.32,51.24,138157,70787,9,0,0.15,0.16,95,0,0
9,0,3,242,237,1672,2.69,1713,2.75,49.33,126230,62264,1440,2.03,1644,2.32,51.24,138157,70787,13,0,0.13,0.13,78,0,0
9,0,3,242,237,1672,2.69,1713,2.75,49.33,126230,62264,1440,2.03,1644,2.32,51.24,138157,70787,16,0,0.1,0.11,65,0,0
10,1,9,110,73,3922,3.86,2479,2.44,52.93,192147,101703,3214,2.92,2285,2.07,54.79,201162,110215,15,1,37.48,40,38121,5,1
10,1,9,110,73,3922,3.86,2479,2.44,52.93,192147,101703,3214,2.92,2285,2.07,54.79,201162,110215,17,0,29.36,31.33,29857,4,1
10,1,9,110,73,3922,3.86,2479,2.44,52.93,192147,101703,3214,2.92,2285,2.07,54.79,201162,110215,1,0,7.95,8.49,8088,1,1
10,1,9,110,73,3922,3.86,2479,2.44,52.93,192147,101703,3214,2.92,2285,2.07,54.79,201162,110215,2,0,5.91,6.31,6009,0,0
10,1,9,110,73,3922,3.86,2479,2.44,52.93,192147,101703,3214,2.92,2285,2.07,54.79,201162,110215,11,0,3.1,3.3,3149,0,0
10,1,9,110,73,3922,3.86,2479,2.44,52.93,192147,101703,3214,2.92,2285,2.07,54.79,201162,110215,10,0,2.54,2.71,2581,0,0
10,1,9,110,73,3922,3.86,2479,2.44,52.93,192147,101703,3214,2.92,2285,2.07,54.79,201162,110215,3,0,1.5,1.61,1530,0,0
10,1,9,110,73,3922,3.86,2479,2.44,52.93,192147,101703,3214,2.92,2285,2.07,54.79,201162,110215,0,0,0.91,0.97,927,0,0
10,1,9,110,73,3922,3.86,2479,2.44,52.93,192147,101703,3214,2.92,2285,2.07,54.79,201162,110215,4,0,0.83,0.89,844,0,0
10,1,9,110,73,3922,3.86,2479,2.44,52.93,192147,101703,3214,2.92,2285,2.07,54.79,201162,110215,6,0,0.78,0.83,792,0,0
10,1,9,110,73,3922,3.86,2479,2.44,52.93,192147,101703,3214,2.92,2285,2.07,54.79,201162,110215,20,0,0.78,0.83,794,0,0
10,1,9,110,73,3922,3.86,2479,2.44,52.93,192147,101703,3214,2.92,2285,2.07,54.79,201162,110215,12,0,0.69,0.74,705,0,0
10,1,9,110,73,3922,3.86,2479,2.44,52.93,192147,101703,3214,2.92,2285,2.07,54.79,201162,110215,8,0,0.28,0.3,287,0,0
10,1,9,110,73,3922,3.86,2479,2.44,52.93,192147,101703,3214,2.92,2285,2.07,54.79,201162,110215,14,0,0.28,0.3,288,0,0
10,1,9,110,73,3922,3.86,2479,2.44,52.93,192147,101703,3214,2.92,2285,2.07,54.79,201162,110215,13,0,0.26,0.28,269,0,0
10,1,9,110,73,3922,3.86,2479,2.44,52.93,192147,101703,3214,2.92,2285,2.07,54.79,201162,110215,9,0,0.25,0.26,251,0,0
10,1,9,110,73,3922,3.86,2479,2.44,52.93,192147,101703,3214,2.92,2285,2.07,54.79,201162,110215,16,0,0.24,0.26,244,0,0
10,1,9,110,73,3922,3.86,2479,2.44,52.93,192147,101703,3214,2.92,2285,2.07,54.79,201162,110215,19,0,0.21,0.22,214,0,0
10,1,9,110,73,3922,3.86,2479,2.44,52.93,192147,101703,3214,2.92,2285,2.07,54.79,201162,110215,18,0,0.17,0.18,168,0,0
10,1,9,110,73,3922,3.86,2479,2.44,52.93,192147,101703,3214,2.92,2285,2.07,54.79,201162,110215,5,0,0.12,0.12,118,0,0
10,1,9,110,73,3922,3.86,2479,2.44,52.93,192147,101703,3214,2.92,2285,2.07,54.79,201162,110215,7,0,0.06,0.07,66,0,0
11,0,48,134,35,1608,2.96,1104,2.03,56.78,95564,54263,1351,2.39,1022,1.81,59.54,95066,56598,17,0,38.77,40.81,21040,22,1
11,0,48,134,35,1608,2.96,1104,2.03,56.78,95564,54263,1351,2.39,1022,1.81,59.54,95066,56598,15,0,25.09,26.41,13613,14,1
11,0,48,134,35,1608,2.96,1104,2.03,56.78,95564,54263,1351,2.39,1022,1.81,59.54,95066,56598,1,0,8.44,8.89,4581,4,1
11,0,48,134,35,1608,2.96,1104,2.03,56.78,95564,54263,1351,2.39,1022,1.81,59.54,95066,56598,11,0,6.54,6.88,3547,3,1
11,0,48,134,35,1608,2.96,1104,2.03,56.78,95564,54263,1351,2.39,1022,1.81,59.54,95066,56598,2,0,4.01,4.22,2178,2,1
11,0,48,134,35,1608,2.96,1104,2.03,56.78,95564,54263,1351,2.39,1022,1.81,59.54,95066,56598,10,0,3.39,3.57,1838,2,1
11,0,48,134,35,1608,2.96,1104,2.03,56.78,95564,54263,1351,2.39,1022,1.81,59.54,95066,56598,3,0,2.04,2.15,1107,1,1
11,0,48,134,35,1608,2.96,1104,2.03,56.78,95564,54263,1351,2.39,1022,1.81,59.54,95066,56598,6,0,1.15,1.21,625,0,1
11,0,48,134,35,1608,2.96,1104,2.03,56.78,95564,54263,1351,2.39,1022,1.81,59.54,95066,56598,4,0,1.12,1.18,606,0,1
11,0,48,134,35,1608,2.96,1104,2.03,56.78,95564,54263,1351,2.39,1022,1.81,59.54,95066,56598,0,0,1.01,1.07,550,0,0
11,0,48,134,35,1608,2.96,1104,2.03,56.78,95564,54263,1351,2.39,1022,1.81,59.54,95066,56598,12,0,0.96,1.01,522,0,0
11,0,48,134,35,1608,2.96,1104,2.03,56.78,95564,54263,1351,2.39,1022,1.81,59.54,95066,56598,20,0,0.67,0.71,364,0,0
11,0,48,134,35,1608,2.96,1104,2.03,56.78,95564,54263,1351,2.39,1022,1.81,59.54,95066,56598,14,0,0.38,0.4,208,0,0
11,0,48,134,35,1608,2.96,1104,2.03,56.78,95564,54263,1351,2.39,1022,1.81,59.54,95066,56598,13,0,0.3,0.32,165,0,0
11,0,48,134,35,1608,2.96,1104,2.03,56.78,95564,54263,1351,2.39,1022,1.81,59.54,95066,56598,8,0,0.27,0.28,146,0,0
11,0,48,134,35,1608,2.96,1104,2.03,56.78,95564,54263,1351,2.39,1022,1.81,59.54,95066,56598,16,0,0.22,0.23,118,0,0
11,0,48,134,35,1608,2.96,1104,2.03,56.78,95564,54263,1351,2.39,1022,1.81,59.54,95066,56598,9,0,0.21,0.22,115,0,0
11,0,48,134,35,1608,2.96,1104,2.03,56.78,95564,54263,1351,2.39,1022,1.81,59.54,95066,56598,19,0,0.16,0.17,89,0,0
11,0,48,134,35,1608,2.96,1104,2.03,56.78,95564,54263,1351,2.39,1022,1.81,59.54,95066,56598,7,0,0.14,0.15,75,0,0
11,0,48,134,35,1608,2.96,1104,2.03,56.78,95564,54263,1351,2.39,1022,1.81,59.54,95066,56598,18,0,0.12,0.12,64,0,0
12,2,4,54,49,488,0.54,1625,1.8,50.59,178447,90272,718,0.82,2551,2.93,48.82,178482,87136,15,1,37.47,38.36,33821,3,1
12,2,4,54,49,488,0.54,1625,1.8,50.59,178447,90272,718,0.82,2551,2.93,48.82,178482,87136,17,1,32.89,33.67,29686,3,1
12,2,4,54,49,488,0.54,1625,1.8,50.59,178447,90272,718,0.82,2551,2.93,48.82,178482,87136,5,0,6.75,6.91,6095,0,0
12,2,4,54,49,488,0.54,1625,1.8,50.59,178447,90272,718,0.82,2551,2.93,48.82,178482,87136,2,0,6.07,6.21,5476,0,0
12,2,4,54,49,488,0.54,1625,1.8,50.59,178447,90272,718,0.82,2551,2.93,48.82,178482,87136,1,0,4.85,4.96,4377,0,0
12,2,4,54,49,488,0.54,1625,1.8,50.59,178447,90272,718,0.82,2551,2.93,48.82,178482,87136,11,0,1.75,1.79,1582,0,0
12,2,4,54,49,488,0.54,1625,1.8,50.59,178447,90272,718,0.82,2551,2.93,48.82,178482,87136,10,0,1.62,1.66,1462,0,0
12,2,4,54,49,488,0.54,1625,1.8,50.59,178447,90272,718,0.82,2551,2.93,48.82,178482,87136,18,0,0.87,0.89,784,0,0
12,2,4,54,49,488,0.54,1625,1.8,50.59,178447,90272,718,0.82,2551,2.93,48.82,178482,87136,20,0,0.84,0.86,756,0,0
12,2,4,54,49,488,0.54,1625,1.8,50.59,178447,90272,718,0.82,2551,2.93,48.82,178482,87136,19,0,0.81,0.83,730,0,0
12,2,4,54,49,488,0.54,1625,1.8,50.59,178447,90272,718,0.82,2551,2.93,48.82,178482,87136,3,0,0.67,0.69,606,0,0
12,2,4,54,49,488,0.54,1625,1.8,50.59,178447,90272,718,0.82,2551,2.93,48.82,178482,87136,4,0,0.63,0.65,569,0,0
12,2,4,54,49,488,0.54,1625,1.8,50.59,178447,90272,718,0.82,2551,2.93,48.82,178482,87136,12,0,0.61,0.62,547,0,0
12,2,4,54,49,488,0.54,1625,1.8,50.59,178447,90272,718,0.82,2551,2.93,48.82,178482,87136,0,0,0.42,0.43,381,0,0
12,2,4,54,49,488,0.54,1625,1.8,50.59,178447,90272,718,0.82,2551,2.93,48.82,178482,87136,6,0,0.36,0.37,322,0,0
12,2,4,54,49,488,0.54,1625,1.8,50.59,178447,90272,718,0.82,2551,2.93,48.82,178482,87136,8,0,0.34,0.35,309,0,0
12,2,4,54,49,488,0.54,1625,1.8,50.59,178447,90272,718,0.82,2551,2.93,48.82,178482,87136,13,0,0.28,0.28,250,0,0
12,2,4,54,49,488,0.54,1625,1.8,50.59,178447,90272,718,0.82,2551,2.93,48.82,178482,87136,14,0,0.16,0.16,144,0,0
12,2,4,54,49,488,0.54,1625,1.8,50.59,178447,90272,718,0.82,2551,2.93,48.82,178482,87136,16,0,0.15,0.15,132,0,0
12,2,4,54,49,488,0.54,1625,1.8,50.59,178447,90272,718,0.82,2551,2.93,48.82,178482,87136,9,0,0.14,0.15,130,0,0
13,0,2,69,59,752,2.18,667,1.93,52.49,65811,34544,737,1.83,579,1.44,58.07,69304,40247,17,0,45.42,47.37,15691,2,1
13,0,2,69,59,752,2.18,667,1.93,52.49,65811,34544,737,1.83,579,1.44,58.07,69304,40247,15,0,19.18,20,6626,0,0
13,0,2,69,59,752,2.18,667,1.93,52.49,65811,34544,737,1.83,579,1.44,58.07,69304,40247,11,0,11.06,11.54,3821,0,0
13,0,2,69,59,752,2.18,667,1.93,52.49,65811,34544,737,1.83,579,1.44,58.07,69304,40247,1,0,7.89,8.22,2724,0,0
13,0,2,69,59,752,2.18,667,1.93,52.49,65811,34544,737,1.83,579,1.44,58.07,69304,40247,2,0,4.02,4.19,1388,0,0
13,0,2,69,59,752,2.18,667,1.93,52.49,65811,34544,737,1.83,579,1.44,58.07,69304,40247,3,0,2.65,2.76,914,0,0
13,0,2,69,59,752,2.18,667,1.93,52.49,65811,34544,737,1.83,579,1.44,58.07,69304,40247,10,0,1.61,1.68,555,0,0
13,0,2,69,59,752,2.18,667,1.93,52.49,65811,34544,737,1.83,579,1.44,58.07,69304,40247,12,0,1.25,1.31,433,0,0
13,0,2,69,59,752,2.18,667,1.93,52.49,65811,34544,737,1.83,579,1.44,58.07,69304,40247,6,0,0.55,0.57,189,0,0
13,0,2,69,59,752,2.18,667,1.93,52.49,65811,34544,737,1.83,579,1.44,58.07,69304,40247,0,0,0.48,0.5,165,0,0
13,0,2,69,59,752,2.18,667,1.93,52.49,65811,34544,737,1.83,579,1.44,58.07,69304,40247,4,0,0.44,0.46,151,0,0
13,0,2,69,59,752,2.18,667,1.93,52.49,65811,34544,737,1.83,579,1.44,58.07,69304,40247,20,0,0.42,0.44,146,0,0
13,0,2,69,59,752,2.18,667,1.93,52.49,65811,34544,737,1.83,579,1.44,58.07,69304,40247,14,0,0.3,0.31,104,0,0
13,0,2,69,59,752,2.18,667,1.93,52.49,65811,34544,737,1.83,579,1.44,58.07,69304,40247,19,0,0.21,0.22,74,0,0
13,0,2,69,59,752,2.18,667,1.93,52.49,65811,34544,737,1.83,579,1.44,58.07,69304,40247,8,0,0.17,0.18,59,0,0
13,0,2,69,59,752,2.18,667,1.93,52.49,65811,34544,737,1.83,579,1.44,58.07,69304,40247,18,0,0.13,0.13,44,0,0
13,0,2,69,59,752,2.18,667,1.93,52.49,65811,34544,737,1.83,579,1.44,58.07,69304,40247,13,0,0.12,0.12,41,0,0
14,4,36,243,153,5226,2.28,4355,1.9,57.89,396635,229610,4143,1.75,3558,1.5,59.18,400682,237107,17,2,40.07,41.82,92015,18,1
14,4,36,243,153,5226,2.28,4355,1.9,57.89,396635,229610,4143,1.75,3558,1.5,59.18,400682,237107,15,2,32.24,33.65,74029,15,1
14,4,36,243,153,5226,2.28,4355,1.9,57.89,396635,229610,4143,1.75,3558,1.5,59.18,400682,237107,1,0,7.74,8.08,17780,3,1
14,4,36,243,153,5226,2.28,4355,1.9,57.89,396635,229610,4143,1.75,3558,1.5,59.18,400682,237107,2,0,3.5,3.65,8038,1,1
14,4,36,243,153,5226,2.28,4355,1.9,57.89,396635,229610,4143,1.75,3558,1.5,59.18,400682,237107,11,0,3.42,3.57,7859,1,1
14,4,36,243,153,5226,2.28,4355,1.9,57.89,396635,229610,4143,1.75,3558,1.5,59.18,400682,237107,10,0,2.47,2.58,5675,1,1
14,4,36,243,153,5226,2.28,4355,1.9,57.89,396635,229610,4143,1.75,3558,1.5,59.18,400682,237107,20,0,2.11,2.2,4846,1,0
14,4,36,243,153,5226,2.28,4355,1.9,57.89,396635,229610,4143,1.75,3558,1.5,59.18,400682,237107,4,0,0.74,0.78,1707,0,0
14,4,36,243,153,5226,2.28,4355,1.9,57.89,396635,229610,4143,1.75,3558,1.5,59.18,400682,237107,6,0,0.67,0.7,1546,0,0
14,4,36,243,153,5226,2.28,4355,1.9,57.89,396635,229610,4143,1.75,3558,1.5,59.18,400682,237107,3,0,0.57,0.6,1317,0,0
14,4,36,243,153,5226,2.28,4355,1.9,57.89,396635,229610,4143,1.75,3558,1.5,59.18,400682,237107,12,0,0.57,0.59,1307,0,0
14,4,36,243,153,5226,2.28,4355,1.9,57.89,396635,229610,4143,1.75,3558,1.5,59.18,400682,237107,0,0,0.34,0.35,775,0,0
14,4,36,243,153,5226,2.28,4355,1.9,57.89,396635,229610,4143,1.75,3558,1.5,59.18,400682,237107,19,0,0.21,0.22,477,0,0
14,4,36,243,153,5226,2.28,4355,1.9,57.89,396635,229610,4143,1.75,3558,1.5,59.18,400682,237107,14,0,0.2,0.2,450,0,0
14,4,36,243,153,5226,2.28,4355,1.9,57.89,396635,229610,4143,1.75,3558,1.5,59.18,400682,237107,18,0,0.2,0.21,466,0,0
14,4,36,243,153,5226,2.28,4355,1.9,57.89,396635,229610,4143,1.75,3558,1.5,59.18,400682,237107,8,0,0.18,0.19,409,0,0
14,4,36,243,153,5226,2.28,4355,1.9,57.89,396635,229610,4143,1.75,3558,1.5,59.18,400682,237107,13,0,0.16,0.17,374,0,0
14,4,36,243,153,5226,2.28,4355,1.9,57.89,396635,229610,4143,1.75,3558,1.5,59.18,400682,237107,9,0,0.14,0.15,320,0,0
14,4,36,243,153,5226,2.28,4355,1.9,57.89,396635,229610,4143,1.75,3558,1.5,59.18,400682,237107,5,0,0.13,0.13,289,0,0
14,4,36,243,153,5226,2.28,4355,1.9,57.89,396635,229610,4143,1.75,3558,1.5,59.18,400682,237107,16,0,0.09,0.09,208,0,0
14,4,36,243,153,5226,2.28,4355,1.9,57.89,396635,229610,4143,1.75,3558,1.5,59.18,400682,237107,7,0,0.06,0.06,142,0,0
