territoryName,totalMandates,availableMandates,numParishes,numParishesApproved,blankVotes,blankVotesPercentage,nullVotes,nullVotesPercentage,votersPercentage,subscribedVoters,totalVoters,pre.blankVotes,pre.blankVotesPercentage,pre.nullVotes,pre.nullVotesPercentage,pre.votersPercentage,pre.subscribedVoters,pre.totalVoters,Party,Mandates,Percentage,validVotesPercentage,Votes,Hondt,target,predict,real
18,0,6,208,96,903,2.89,547,1.75,47.9,65198,31229,843,2.41,590,1.69,46.86,74584,34952,1,0,7.04,7.38,2199,0,0,0,0
6,4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,2091,2.01,2167,2.08,57.46,181378,104223,15,1,26.33,27.66,24674,1,1,0,1
5,0,3,226,219,941,1.99,1101,2.33,44.71,105645,47230,876,1.66,1051,1.99,47.02,112240,52770,18,0,0.18,0.19,85,0,0,0,0
8,9,0,67,67,4900,2.84,3069,1.78,45.83,376801,172699,4286,2.25,3079,1.62,51.38,370764,190484,3,0,2.14,2.24,3690,0,0,0,0
12,2,4,54,52,599,0.54,1994,1.78,50.11,223114,111803,859,0.8,3125,2.9,48.6,221905,107842,3,0,0.72,0.74,803,0,0,0,0
10,0,10,110,59,2832,3.86,1771,2.42,53.54,136921,73309,2337,2.95,1604,2.02,55.02,144038,79256,18,0,0.17,0.18,121,0,0,0,0
18,0,6,208,96,903,2.89,547,1.75,47.9,65198,31229,843,2.41,590,1.69,46.86,74584,34952,20,0,0.82,0.86,256,0,0,0,0
16,12,6,55,54,7884,2.1,5730,1.53,53.5,700511,374752,6936,1.73,5906,1.47,58.12,689146,400500,0,0,0.74,0.77,2767,0,0,0,0
16,4,14,55,37,4544,2.15,3350,1.58,54.79,386289,211665,3982,1.77,3460,1.54,59.24,380313,225290,19,0,0.26,0.27,560,0,0,0,0
20,2,3,197,195,2241,2.26,2361,2.38,45.74,216808,99161,1899,1.74,1940,1.78,48.25,226112,109096,10,0,1.65,1.73,1634,0,0,0,0
14,12,28,243,209,11428,2.34,8946,1.83,57.2,854610,488828,9431,1.87,7620,1.51,58.97,853588,503334,18,0,0.18,0.19,896,0,0,0,0
4,3,16,347,213,5688,3.12,3523,1.93,59.45,306304,182088,4102,2.2,2419,1.29,59.05,316342,186812,15,1,34.32,36.15,62490,8,1,0,1
5,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,16,0,0.12,0.12,75,0,0,0,0
8,9,0,67,67,4900,2.84,3069,1.78,45.83,376801,172699,4286,2.25,3079,1.62,51.38,370764,190484,11,0,7.05,7.39,12180,0,0,0,0
5,1,2,226,224,1172,2.04,1304,2.27,44.59,128614,57348,1074,1.7,1265,2.0,46.9,134747,63194,10,0,1.23,1.28,704,0,0,0,0
1,0,5,156,69,1197,5.46,296,1.35,38.51,56949,21930,910,3.6,430,1.7,44.27,57065,25262,1,0,6.64,7.13,1457,0,0,0,0
14,3,37,243,142,4624,2.25,3933,1.91,57.73,356062,205571,3641,1.71,3187,1.5,58.91,360682,212474,5,0,0.13,0.14,272,0,0,0,0
5,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,10,0,1.31,1.37,831,0,0,0,0
12,2,4,54,49,488,0.54,1625,1.8,50.59,178447,90272,718,0.82,2551,2.93,48.82,178482,87136,20,0,0.84,0.86,756,0,0,0,0
6,0,4,120,115,1411,2.41,1564,2.67,55.08,106166,58479,1351,2.03,1533,2.31,57.12,116410,66499,20,0,0.61,0.64,356,0,0,0,0
0,0,3,69,52,728,2.08,497,1.42,53.49,65359,34961,579,1.42,494,1.21,59.59,68656,40910,13,0,0.11,0.12,40,0,0,0,0
18,0,6,208,96,903,2.89,547,1.75,47.9,65198,31229,843,2.41,590,1.69,46.86,74584,34952,5,0,0.35,0.37,109,0,0,0,0
12,0,6,54,11,39,0.55,117,1.65,51.16,13838,7080,85,1.26,211,3.12,47.03,14373,6759,14,0,0.16,0.16,11,0,0,0,0
9,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,13,0,0.13,0.14,103,0,0,0,0
15,0,9,141,40,609,2.65,495,2.16,56.78,40414,22948,525,2.03,530,2.05,59.47,43503,25872,9,0,0.38,0.4,88,0,0,0,0
10,4,6,110,108,7041,3.61,4602,2.36,53.41,364681,194787,5973,2.85,4194,2.0,55.85,375399,209660,5,0,0.1,0.11,198,0,0,0,0
2,16,0,147,147,10642,3.02,6375,1.81,54.55,645655,352179,9163,2.49,6130,1.67,56.31,653597,368071,3,0,0.74,0.78,2600,0,0,0,0
17,226,0,3092,3092,129599,2.54,88539,1.74,54.5,9343084,5092424,112666,2.09,86473,1.61,57.0,9439701,5380451,4,1,1.29,1.34,65545,3,1,0,1
8,9,0,67,67,4903,2.84,3064,1.77,45.83,376800,172697,4286,2.25,3079,1.62,51.38,370764,190484,13,0,0.21,0.22,358,0,0,0,0
11,0,48,134,24,751,3.18,526,2.23,55.82,42295,23611,644,2.54,497,1.96,58.84,43031,25318,4,0,0.75,0.8,178,0,1,0,1
14,5,35,243,169,6881,2.31,5604,1.88,57.25,520788,298151,5511,1.79,4565,1.48,58.7,524190,307688,9,0,0.14,0.15,425,0,0,0,0
19,8,0,277,277,4995,2.81,3700,2.08,51.04,348061,177647,4235,2.22,3632,1.9,51.28,371931,190712,9,0,0.19,0.2,332,0,0,0,0
8,9,0,67,67,4900,2.84,3069,1.78,45.83,376801,172699,4286,2.25,3079,1.62,51.38,370764,190484,16,0,0.24,0.25,408,0,0,0,0
13,2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,1130,1.92,896,1.52,58.31,101189,59004,18,0,0.12,0.12,61,0,0,0,0
16,6,12,55,43,5501,2.16,4073,1.6,54.47,467643,254703,4758,1.76,4214,1.56,58.95,459341,270790,11,1,15.78,16.4,40196,3,1,0,1
16,0,18,55,3,40,1.41,39,1.38,49.12,5767,2833,42,1.19,40,1.14,55.21,6383,3524,14,0,0.21,0.22,6,0,0,0,0
12,6,0,54,54,697,0.54,2292,1.77,50.29,258144,129821,1018,0.81,3597,2.88,48.9,255821,125104,3,0,0.7,0.72,911,0,0,0,0
14,2,38,243,103,2604,2.13,2352,1.93,57.54,212135,122060,2136,1.69,1921,1.52,58.6,216232,126717,10,0,2.22,2.31,2708,1,1,0,1
20,5,0,197,197,2258,2.25,2397,2.39,45.76,219087,100260,1919,1.74,1960,1.78,48.26,228497,110273,6,0,0.55,0.57,549,0,0,0,0
3,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,18,0,0.11,0.12,73,0,0,0,0
11,10,38,134,96,11766,2.33,7730,1.53,57.68,876557,505633,10624,2.01,8004,1.51,60.86,869452,529185,18,0,0.11,0.11,554,0,0,0,0
20,1,4,197,166,1455,2.16,1660,2.47,44.07,152663,67276,1239,1.65,1392,1.85,46.61,161310,75193,0,0,0.61,0.64,413,0,0,0,0
12,2,4,54,49,488,0.54,1625,1.8,50.59,178447,90272,718,0.82,2551,2.93,48.82,178482,87136,8,0,0.34,0.35,309,0,0,0,0
14,9,31,243,196,9541,2.35,7524,1.85,57.21,709332,405786,7734,1.85,6310,1.51,58.78,711591,418292,16,0,0.09,0.09,365,0,0,0,0
9,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,11,0,2.99,3.16,2295,0,0,0,0
11,25,23,134,118,18434,2.22,12535,1.51,56.61,1468406,831301,16962,1.95,13135,1.51,59.99,1451192,870623,10,1,4.44,4.61,36921,2,1,0,1
9,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,2,0,4.99,5.27,3823,0,0,0,0
19,4,4,277,269,4422,2.78,3351,2.11,50.77,313505,159172,3759,2.19,3266,1.9,50.88,337268,171598,8,0,0.14,0.15,228,0,0,0,0
8,9,0,67,67,4900,2.84,3069,1.78,45.83,376801,172699,4286,2.25,3079,1.62,51.38,370764,190484,13,0,0.21,0.22,359,0,0,0,0
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1.0,111,1.14,62.58,15541,9726,10,0,1.11,1.14,89,0,0,0,0
9,3,0,242,241,2006,2.63,2041,2.68,50.52,150754,76154,1673,1.97,1972,2.32,52.23,162652,84953,4,0,0.6,0.64,458,0,0,0,0
17,0,226,3092,918,7225,2.49,6868,2.37,50.63,573021,290114,6226,1.91,6271,1.92,51.97,626876,325776,5,0,0.09,0.09,255,0,0,0,0
10,10,0,110,110,8202,3.67,5152,2.3,53.87,414969,223540,6902,2.89,4699,1.97,56.26,423801,238433,10,0,2.87,3.05,6415,0,0,0,0
9,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,11,0,2.99,3.16,2295,0,0,0,0
19,0,8,277,153,1485,2.6,1242,2.17,49.57,115266,57142,1265,1.99,1249,1.97,49.48,128277,63473,12,0,0.58,0.61,330,0,0,0,0
15,0,9,141,40,609,2.65,495,2.16,56.78,40414,22948,525,2.03,530,2.05,59.47,43503,25872,4,0,0.53,0.56,122,0,0,0,0
19,8,0,277,277,4995,2.81,3700,2.08,51.04,348061,177647,4235,2.22,3632,1.9,51.28,371931,190712,0,0,0.68,0.72,1215,0,0,0,0
4,13,6,347,340,13859,3.11,7718,1.73,59.86,745422,446232,10252,2.26,5855,1.29,60.19,755085,454461,4,0,0.81,0.86,3632,0,0,0,0
15,3,6,141,136,5147,2.95,3416,1.96,54.76,318065,174182,4301,2.24,3386,1.76,58.1,330516,192023,20,0,0.63,0.66,1091,0,0,0,0
7,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,9,0,0.22,0.23,441,0,0,0,0
6,0,4,120,113,1371,2.39,1544,2.69,55.09,104284,57446,1315,2.01,1509,2.31,57.18,114233,65324,17,0,41.88,44.11,24056,3,1,0,1
18,6,0,208,208,3617,2.97,2199,1.8,50.6,240917,121913,3228,2.51,2141,1.67,50.74,253219,128488,5,0,0.48,0.51,587,0,0,0,0
11,19,29,134,111,15591,2.24,10540,1.51,56.7,1230187,697512,14315,1.96,10979,1.5,60.1,1217334,731663,8,0,0.26,0.27,1812,0,0,0,0
14,5,35,243,169,6881,2.31,5604,1.88,57.25,520788,298151,5511,1.79,4565,1.48,58.7,524190,307688,1,0,8.18,8.54,24390,3,1,0,1
4,19,0,347,347,14504,3.12,8029,1.72,59.83,778173,465570,10708,2.26,6112,1.29,60.21,787768,474341,2,1,4.11,4.32,19127,1,1,0,1
18,0,6,208,96,903,2.89,547,1.75,47.9,65198,31229,843,2.41,590,1.69,46.86,74584,34952,1,0,7.04,7.38,2199,0,0,0,0
16,0,18,55,3,40,1.41,39,1.38,49.12,5767,2833,42,1.19,40,1.14,55.21,6383,3524,17,0,40.35,41.5,1143,9,1,1,1
11,0,48,134,6,127,2.78,114,2.49,55.33,8265,4573,119,2.43,104,2.12,58.24,8414,4900,9,0,0.09,0.09,4,0,0,0,0
0,0,3,69,63,1003,2.13,672,1.43,54.67,85974,47004,825,1.52,680,1.25,60.41,90072,54412,3,0,1.98,2.05,929,0,0,0,0
8,9,0,67,67,4903,2.84,3064,1.77,45.83,376800,172697,4286,2.25,3079,1.62,51.38,370764,190484,19,0,0.29,0.3,498,0,0,0,0
19,8,0,277,277,4995,2.81,3700,2.08,51.04,348061,177647,4235,2.22,3632,1.9,51.28,371931,190712,12,0,0.51,0.53,900,0,0,0,0
6,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,12,0,0.84,0.89,211,0,0,0,0
10,5,5,110,109,7521,3.65,4817,2.34,53.39,386248,206209,6352,2.87,4413,2.0,55.84,396094,221181,15,3,33.58,35.71,69240,5,1,1,1
10,10,0,110,110,8202,3.67,5152,2.3,53.87,414969,223540,6902,2.89,4699,1.97,56.26,423801,238433,19,0,0.22,0.23,486,0,0,0,0
8,9,0,67,67,4903,2.84,3064,1.77,45.83,376800,172697,4286,2.25,3079,1.62,51.38,370764,190484,10,0,4.77,5.0,8238,0,0,0,0
9,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,4,0,0.6,0.64,461,0,0,0,0
2,4,12,147,102,5886,3.09,3531,1.86,54.0,352297,190251,5095,2.54,3431,1.71,55.95,358515,200579,5,0,0.08,0.08,151,0,0,0,0
16,0,18,55,3,40,1.41,39,1.38,49.12,5767,2833,42,1.19,40,1.14,55.21,6383,3524,18,0,0.18,0.18,5,0,0,0,0
4,19,0,347,347,14504,3.12,8029,1.72,59.83,778173,465570,10708,2.26,6112,1.29,60.21,787768,474341,15,8,34.08,35.81,158652,8,1,0,1
14,32,8,243,242,20665,2.28,14809,1.63,58.64,1548193,907812,18317,1.97,13649,1.46,60.29,1545878,932006,14,0,0.21,0.22,1897,0,0,0,0
0,3,0,69,69,1680,2.27,1047,1.41,54.15,136696,74026,1421,1.68,1079,1.28,59.9,141258,84617,9,0,0.42,0.44,311,0,0,0,0
17,178,48,3092,3064,121044,2.6,82947,1.78,54.21,8590689,4657392,104254,2.12,80237,1.63,56.66,8688031,4922760,11,7,6.23,6.52,290274,15,1,0,1
17,22,204,3092,2386,47816,2.75,34911,2.01,52.58,3303821,1737277,39803,2.12,32884,1.75,54.53,3440402,1875998,18,0,0.18,0.19,3116,0,0,0,0
4,11,8,347,329,11923,3.1,6827,1.77,59.82,643944,385196,8741,2.22,5028,1.27,60.06,656706,394400,13,0,0.14,0.14,527,0,0,0,0
20,0,5,197,94,584,2.04,779,2.72,44.04,65127,28685,509,1.57,608,1.87,46.49,69775,32439,11,0,1.83,1.93,526,0,0,0,0
3,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,9,0,0.18,0.19,118,0,0,0,0
19,0,8,277,153,1485,2.6,1242,2.17,49.57,115266,57142,1265,1.99,1249,1.97,49.48,128277,63473,19,0,0.23,0.25,134,0,0,0,0
0,3,0,69,69,1680,2.27,1047,1.41,54.15,136696,74026,1421,1.68,1079,1.28,59.9,141258,84617,14,0,0.24,0.25,179,0,0,0,0
2,5,11,147,121,7282,3.05,4415,1.85,53.9,443403,238980,6345,2.52,4326,1.72,55.81,451203,251832,19,0,0.2,0.21,477,0,0,0,0
5,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,16,0,0.12,0.12,75,0,0,0,0
20,5,0,197,197,2258,2.25,2397,2.39,45.76,219087,100260,1919,1.74,1960,1.78,48.26,228497,110273,11,0,2.51,2.63,2519,0,0,0,0
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1.0,111,1.14,62.58,15541,9726,14,0,0.22,0.23,18,0,0,0,0
20,5,0,197,197,2258,2.25,2397,2.39,45.76,219087,100260,1919,1.74,1960,1.78,48.26,228497,110273,9,0,0.17,0.18,171,0,0,0,0
17,0,226,3092,918,7225,2.49,6868,2.37,50.63,573021,290114,6226,1.91,6271,1.92,51.97,626876,325776,12,0,0.68,0.71,1963,1,0,0,0
13,2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,1130,1.92,896,1.52,58.31,101189,59004,4,0,0.5,0.52,255,0,0,0,0
19,8,0,277,277,4995,2.81,3700,2.08,51.04,348061,177647,4235,2.22,3632,1.9,51.28,371931,190712,11,0,2.3,2.42,4082,0,0,0,0
18,2,4,208,199,2998,2.99,1813,1.81,49.78,201647,100381,2703,2.54,1807,1.7,49.81,213348,106278,16,0,0.18,0.19,183,0,0,0,0
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,19,0,0.19,0.2,12,0,0,0,0
8,9,0,67,67,4903,2.84,3064,1.77,45.83,376800,172697,4286,2.25,3079,1.62,51.38,370764,190484,2,0,3.81,3.99,6578,0,0,0,0
8,9,0,67,67,4903,2.84,3064,1.77,45.83,376800,172697,4286,2.25,3079,1.62,51.38,370764,190484,3,0,2.14,2.24,3689,0,0,0,0
8,9,0,67,67,4900,2.84,3069,1.78,45.83,376801,172699,4286,2.25,3079,1.62,51.38,370764,190484,1,1,12.31,12.9,21255,1,1,1,1
18,0,6,208,96,903,2.89,547,1.75,47.9,65198,31229,843,2.41,590,1.69,46.86,74584,34952,12,0,0.49,0.52,154,0,0,0,0
19,8,0,277,277,4995,2.81,3700,2.08,51.04,348061,177647,4235,2.22,3632,1.9,51.28,371931,190712,1,0,7.86,8.26,13956,0,0,0,0
4,19,0,347,347,14504,3.12,8029,1.72,59.83,778173,465570,10708,2.26,6112,1.29,60.21,787768,474341,2,1,4.11,4.32,19127,1,1,0,1
10,0,10,110,12,291,3.87,176,2.34,55.96,13439,7520,250,3.07,164,2.01,57.4,14191,8146,5,0,0.12,0.13,9,0,0,0,0
8,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,20,0,0.6,0.63,44,0,0,0,0
9,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,9,0,0.15,0.16,118,0,0,0,0
14,15,25,243,222,14046,2.35,10788,1.8,57.58,1039820,598684,11776,1.92,9297,1.51,59.33,1036268,614862,10,0,3.17,3.31,19008,1,1,0,1
12,6,0,54,54,697,0.54,2292,1.77,50.29,258144,129821,1018,0.81,3597,2.88,48.9,255821,125104,2,0,6.05,6.19,7852,0,0,0,0
19,0,8,277,153,1485,2.6,1242,2.17,49.57,115266,57142,1265,1.99,1249,1.97,49.48,128277,63473,16,0,0.25,0.26,144,0,0,0,0
18,0,6,208,96,903,2.89,547,1.75,47.9,65198,31229,843,2.41,590,1.69,46.86,74584,34952,5,0,0.35,0.37,109,0,0,0,0
18,6,0,208,208,3617,2.97,2199,1.8,50.6,240917,121913,3228,2.51,2141,1.67,50.74,253219,128488,11,0,3.97,4.17,4839,0,0,0,0
9,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,4,0,0.6,0.64,461,0,0,0,0
12,6,0,54,54,697,0.54,2292,1.77,50.29,258144,129821,1018,0.81,3597,2.88,48.9,255821,125104,17,3,33.41,34.2,43373,3,1,1,1
7,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,0,0,1.03,1.09,2106,0,0,0,0
13,0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,140,1.65,105,1.24,61.67,13766,8489,20,0,0.41,0.43,30,0,0,0,0
12,6,0,54,54,697,0.54,2292,1.77,50.29,258144,129821,1018,0.81,3597,2.88,48.9,255821,125104,19,0,0.62,0.63,801,0,0,0,0
14,40,0,243,243,21233,2.27,15185,1.63,58.59,1594688,934379,18902,1.97,14073,1.47,60.3,1591787,959919,2,1,3.34,3.47,31181,1,1,0,1
14,3,37,243,142,4624,2.25,3933,1.91,57.73,356062,205571,3641,1.71,3187,1.5,58.91,360682,212474,1,0,7.62,7.95,15669,3,1,0,1
5,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,20,0,0.57,0.59,360,0,0,0,0
10,5,5,110,109,7521,3.65,4817,2.34,53.39,386248,206209,6352,2.87,4413,2.0,55.84,396094,221181,2,0,5.3,5.64,10938,0,0,0,0
2,0,16,147,68,3144,3.19,1804,1.83,53.77,183245,98537,2657,2.55,1731,1.66,55.58,187823,104391,1,0,9.13,9.61,8992,1,1,0,1
5,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,11,0,2.12,2.22,1347,0,0,0,0
11,10,38,134,93,10704,2.35,7000,1.54,58.1,783085,455001,9603,2.02,7206,1.51,61.17,778926,476435,20,0,0.46,0.48,2104,0,0,0,0
19,8,0,277,277,4991,2.81,3704,2.08,51.05,348057,177681,4235,2.22,3632,1.9,51.28,371931,190712,18,0,0.13,0.14,239,0,0,0,0
16,4,14,55,37,4544,2.15,3350,1.58,54.79,386289,211665,3982,1.77,3460,1.54,59.24,380313,225290,20,0,0.6,0.62,1261,0,0,0,0
20,5,0,197,197,2258,2.25,2397,2.39,45.76,219087,100260,1919,1.74,1960,1.78,48.26,228497,110273,3,0,0.79,0.83,791,0,0,0,0
14,3,37,243,142,4624,2.25,3933,1.91,57.73,356062,205571,3641,1.71,3187,1.5,58.91,360682,212474,17,2,40.12,41.86,82472,18,1,1,1
11,10,38,134,93,10704,2.35,7000,1.54,58.1,783085,455001,9603,2.02,7206,1.51,61.17,778926,476435,13,0,0.21,0.21,940,0,0,0,0
7,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,12,0,0.51,0.53,1031,0,0,0,0
12,6,0,54,54,697,0.54,2292,1.77,50.29,258144,129821,1018,0.81,3597,2.88,48.9,255821,125104,15,3,37.15,38.03,48231,3,1,1,1
14,40,0,243,243,21233,2.27,15185,1.63,58.59,1594688,934379,18902,1.97,14073,1.47,60.3,1591787,959919,13,0,0.15,0.16,1446,0,0,0,0
19,8,0,277,277,4995,2.81,3700,2.08,51.04,348061,177647,4235,2.22,3632,1.9,51.28,371931,190712,11,0,2.3,2.42,4082,0,0,0,0
16,1,17,55,30,2735,2.26,1919,1.59,53.25,226963,120858,2276,1.77,1955,1.52,57.83,222938,128914,16,0,0.19,0.2,235,0,0,0,0
19,8,0,277,277,4991,2.81,3704,2.08,51.05,348057,177681,4235,2.22,3632,1.9,51.28,371931,190712,2,0,5.89,6.19,10468,0,0,0,0
14,30,10,243,240,19726,2.28,14297,1.65,58.55,1477483,865138,17383,1.96,13069,1.47,60.26,1473014,887586,20,0,1.18,1.22,10177,0,0,0,0
3,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,16,0,0.15,0.15,95,0,0,0,0
10,0,10,110,12,291,3.87,176,2.34,55.96,13439,7520,250,3.07,164,2.01,57.4,14191,8146,4,0,1.01,1.08,76,0,0,0,0
18,6,0,208,208,3617,2.97,2199,1.8,50.6,240917,121913,3228,2.51,2141,1.67,50.74,253219,128488,11,0,3.97,4.17,4839,0,0,0,0
19,8,0,277,277,4995,2.81,3700,2.08,51.04,348061,177647,4235,2.22,3632,1.9,51.28,371931,190712,12,0,0.51,0.53,900,0,0,0,0
11,39,9,134,133,23176,2.16,15838,1.47,57.11,1881850,1074728,21600,1.92,16788,1.49,60.42,1862901,1125608,10,2,4.43,4.59,47557,2,1,0,1
10,10,0,110,110,8202,3.67,5152,2.3,53.87,414969,223540,6902,2.89,4699,1.97,56.26,423801,238433,19,0,0.22,0.23,486,0,0,0,0
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1.0,111,1.14,62.58,15541,9726,6,0,0.36,0.37,29,0,0,0,0
0,3,0,69,69,1680,2.27,1047,1.41,54.15,136696,74026,1421,1.68,1079,1.28,59.9,141258,84617,19,0,0.21,0.22,154,0,0,0,0
17,27,199,3092,2478,53068,2.75,38526,2.0,52.61,3665569,1928466,44301,2.13,36460,1.76,54.6,3804256,2077162,7,0,0.04,0.04,747,0,0,0,0
6,4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,2091,2.01,2167,2.08,57.46,181378,104223,8,0,0.24,0.25,226,0,0,0,0
13,2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,1130,1.92,896,1.52,58.31,101189,59004,4,0,0.5,0.52,255,0,0,0,0
12,2,4,54,50,515,0.53,1728,1.78,49.94,194547,97154,746,0.8,2705,2.88,48.32,194069,93778,16,0,0.14,0.15,138,0,0,0,0
15,9,0,141,141,6022,2.91,4011,1.94,54.38,380489,206918,5142,2.26,3967,1.74,57.87,393314,227620,3,0,2.03,2.14,4210,0,0,0,0
17,22,204,3092,2386,47816,2.75,34911,2.01,52.58,3303821,1737277,39803,2.12,32884,1.75,54.53,3440402,1875998,17,14,37.91,39.81,658606,94,3,3,3
16,9,9,55,50,6943,2.15,5077,1.57,53.44,604557,323102,6052,1.76,5142,1.5,58.03,592606,343873,14,0,0.44,0.46,1430,0,0,0,0
19,8,0,277,277,4991,2.81,3704,2.08,51.05,348057,177681,4235,2.22,3632,1.9,51.28,371931,190712,5,0,0.07,0.07,118,0,0,0,0
5,0,3,226,219,941,1.99,1101,2.33,44.71,105645,47230,876,1.66,1051,1.99,47.02,112240,52770,4,0,0.31,0.33,147,0,0,0,0
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,2,0,6.14,6.43,391,1,1,0,1
4,19,0,347,347,14504,3.12,8029,1.72,59.83,778173,465570,10708,2.26,6112,1.29,60.21,787768,474341,18,0,0.11,0.12,522,0,0,0,0
14,6,34,243,175,7819,2.33,6206,1.85,56.93,589543,335645,6292,1.82,5164,1.49,58.49,592280,346431,6,0,0.72,0.75,2409,0,0,0,0
6,1,3,120,119,2079,2.38,2097,2.4,55.14,158492,87388,1957,2.01,2044,2.1,57.4,169613,97365,10,0,2.37,2.48,2067,0,0,0,0
9,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,17,2,37.55,39.66,28783,2,1,1,1
19,2,6,277,257,3689,2.76,2847,2.13,50.43,265063,133681,3111,2.14,2742,1.89,50.45,287532,145063,20,0,0.8,0.84,1069,0,0,0,0
3,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,1,0,9.08,9.44,5833,0,0,0,0
19,0,8,277,153,1485,2.6,1242,2.17,49.57,115266,57142,1265,1.99,1249,1.97,49.48,128277,63473,8,0,0.15,0.16,87,0,0,0,0
14,40,0,243,243,21233,2.27,15185,1.63,58.59,1594688,934379,18902,1.97,14073,1.47,60.3,1591787,959919,18,0,0.15,0.16,1395,0,0,0,0
13,2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,1130,1.92,896,1.52,58.31,101189,59004,10,0,1.66,1.74,852,0,0,0,0
0,3,0,69,69,1680,2.27,1047,1.41,54.15,136696,74026,1421,1.68,1079,1.28,59.9,141258,84617,12,0,1.25,1.29,922,0,0,0,0
4,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,1,0,5.98,6.38,1835,1,1,0,1
1,5,0,156,156,3926,4.7,1363,1.63,36.5,228954,83565,3047,3.25,1583,1.69,41.22,227546,93803,18,0,0.17,0.19,145,0,0,0,0
14,40,0,243,243,21233,2.27,15185,1.63,58.59,1594688,934379,18902,1.97,14073,1.47,60.3,1591787,959919,7,0,0.06,0.06,522,0,0,0,0
3,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,14,0,0.31,0.32,200,0,0,0,0
17,217,9,3092,3091,129073,2.55,88296,1.74,54.45,9303887,5065806,112090,2.09,86149,1.61,56.95,9401620,5354009,1,18,9.68,10.12,490438,23,1,0,1
20,5,0,197,197,2258,2.25,2397,2.39,45.76,219087,100260,1919,1.74,1960,1.78,48.26,228497,110273,9,0,0.17,0.18,171,0,0,0,0
12,6,0,54,54,697,0.54,2292,1.77,50.29,258144,129821,1018,0.81,3597,2.88,48.9,255821,125104,16,0,0.14,0.14,180,0,0,0,0
7,3,6,155,152,5896,3.45,3432,2.01,52.73,324469,171077,5064,2.72,3171,1.7,55.43,335983,186241,1,0,10.86,11.48,18574,1,1,0,1
